127.0.0.1 - - [02/Apr/2024:11:30:45 +0000] "GET /solr/admin/info/system?wt=javabin&version=2 HTTP/2.0" 200 2676
127.0.0.1 - - [02/Apr/2024:11:32:36 +0000] "GET / HTTP/1.1" 302 0
127.0.0.1 - - [02/Apr/2024:11:32:36 +0000] "GET /solr/ HTTP/1.1" 200 3322
127.0.0.1 - - [02/Apr/2024:11:32:37 +0000] "GET /solr/img/favicon.ico?_=9.5.0 HTTP/1.1" 304 0
127.0.0.1 - - [02/Apr/2024:11:32:37 +0000] "GET /solr/admin/cores?_=1712057557343&indexInfo=false&wt=json HTTP/1.1" 200 424
127.0.0.1 - - [02/Apr/2024:11:32:37 +0000] "GET /solr/admin/info/system?_=1712057557344&wt=json HTTP/1.1" 200 1458
127.0.0.1 - - [02/Apr/2024:11:32:37 +0000] "GET /solr/admin/info/system?_=1712057557344&wt=json HTTP/1.1" 200 1450
127.0.0.1 - - [02/Apr/2024:11:32:40 +0000] "GET /solr/partials/cores.html HTTP/1.1" 304 0
127.0.0.1 - - [02/Apr/2024:11:32:41 +0000] "GET /solr/admin/cores?_=1712057557343&indexInfo=false&wt=json HTTP/1.1" 200 424
127.0.0.1 - - [02/Apr/2024:11:32:41 +0000] "GET /solr/admin/cores?_=1712057557343&wt=json HTTP/1.1" 200 1169
127.0.0.1 - - [02/Apr/2024:11:32:41 +0000] "GET /solr/admin/info/system?_=1712057557344&wt=json HTTP/1.1" 200 1454
127.0.0.1 - - [02/Apr/2024:11:32:41 +0000] "GET /solr/admin/cores?_=1712057557343&indexInfo=false&wt=json HTTP/1.1" 200 424
127.0.0.1 - - [02/Apr/2024:11:32:41 +0000] "GET /solr/admin/cores?_=1712057557343&wt=json HTTP/1.1" 200 1169
127.0.0.1 - - [02/Apr/2024:11:32:41 +0000] "GET /solr/img/ico/ui-text-field-select.png HTTP/1.1" 200 417
127.0.0.1 - - [02/Apr/2024:11:32:41 +0000] "GET /solr/img/ico/arrow-switch.png HTTP/1.1" 200 877
127.0.0.1 - - [02/Apr/2024:11:32:41 +0000] "GET /solr/admin/info/system?_=1712057557344&wt=json HTTP/1.1" 200 1450
127.0.0.1 - - [02/Apr/2024:11:32:43 +0000] "GET /solr/img/ico/information-white.png HTTP/1.1" 304 0
127.0.0.1 - - [02/Apr/2024:11:32:54 +0000] "GET /solr/admin/cores?_=1712057557343&action=CREATE&config=solrconfig.xml&dataDir=data&instanceDir=steamgames&name=steamgames&schema=schema.xml&wt=json HTTP/1.1" 200 84
127.0.0.1 - - [02/Apr/2024:11:32:56 +0000] "GET /solr/admin/cores?_=1712057557343&indexInfo=false&wt=json HTTP/1.1" 200 756
127.0.0.1 - - [02/Apr/2024:11:32:56 +0000] "GET /solr/admin/cores?_=1712057557343&wt=json HTTP/1.1" 200 632
127.0.0.1 - - [02/Apr/2024:11:32:56 +0000] "GET /solr/admin/info/system?_=1712057557344&wt=json HTTP/1.1" 200 1450
127.0.0.1 - - [02/Apr/2024:11:33:02 +0000] "GET /solr/admin/cores?_=1712057557343&indexInfo=false&wt=json HTTP/1.1" 200 757
127.0.0.1 - - [02/Apr/2024:11:33:02 +0000] "GET /solr/steamgames/admin/luke?_=1712057582015&numTerms=0&show=index&wt=json HTTP/1.1" 200 560
127.0.0.1 - - [02/Apr/2024:11:33:02 +0000] "GET /solr/steamgames/replication?_=1712057582016&command=details&wt=json HTTP/1.1" 200 461
127.0.0.1 - - [02/Apr/2024:11:33:02 +0000] "GET /solr/steamgames/admin/ping?_=1712057557345&action=status&ts=1712057557345&wt=json HTTP/1.1" 503 459
127.0.0.1 - - [02/Apr/2024:11:33:02 +0000] "GET /solr/admin/info/system?_=1712057557344&wt=json HTTP/1.1" 200 1452
127.0.0.1 - - [02/Apr/2024:11:33:02 +0000] "GET /solr/steamgames/admin/system?_=1712057582016&wt=json HTTP/1.1" 200 1586
127.0.0.1 - - [02/Apr/2024:11:33:05 +0000] "GET /solr/partials/schema.html HTTP/1.1" 200 4739
127.0.0.1 - - [02/Apr/2024:11:33:05 +0000] "GET /solr/admin/cores?_=1712057557343&indexInfo=false&wt=json HTTP/1.1" 200 757
127.0.0.1 - - [02/Apr/2024:11:33:05 +0000] "GET /solr/steamgames/config?_=1712057585143&wt=json HTTP/1.1" 200 2551
127.0.0.1 - - [02/Apr/2024:11:33:05 +0000] "GET /solr/img/ico/document-import.png HTTP/1.1" 200 688
127.0.0.1 - - [02/Apr/2024:11:33:05 +0000] "GET /solr/img/ico/document-list.png HTTP/1.1" 200 650
127.0.0.1 - - [02/Apr/2024:11:33:05 +0000] "GET /solr/img/ico/chevron-small.png HTTP/1.1" 200 443
127.0.0.1 - - [02/Apr/2024:11:33:05 +0000] "GET /solr/img/ico/information.png HTTP/1.1" 200 744
127.0.0.1 - - [02/Apr/2024:11:33:05 +0000] "GET /solr/img/ico/ui-check-box-uncheck.png HTTP/1.1" 200 355
127.0.0.1 - - [02/Apr/2024:11:33:05 +0000] "GET /solr/admin/info/system?_=1712057557344&wt=json HTTP/1.1" 200 1449
127.0.0.1 - - [02/Apr/2024:11:33:05 +0000] "GET /solr/steamgames/admin/luke?_=1712057582015&show=schema&wt=json HTTP/1.1" 200 5993
127.0.0.1 - - [02/Apr/2024:11:33:05 +0000] "GET /solr/steamgames/admin/luke?_=1712057582015&numTerms=0&wt=json HTTP/1.1" 200 1280
127.0.0.1 - - [02/Apr/2024:11:34:00 +0000] "GET /solr/testcore/admin/luke?_=1712057582015&numTerms=0&show=index&wt=json HTTP/1.1" 200 680
127.0.0.1 - - [02/Apr/2024:11:34:00 +0000] "GET /solr/testcore/admin/ping?_=1712057557345&action=status&ts=1712057557345&wt=json HTTP/1.1" 503 458
127.0.0.1 - - [02/Apr/2024:11:34:00 +0000] "GET /solr/admin/cores?_=1712057557343&indexInfo=false&wt=json HTTP/1.1" 200 758
127.0.0.1 - - [02/Apr/2024:11:34:00 +0000] "GET /solr/testcore/replication?_=1712057582016&command=details&wt=json HTTP/1.1" 200 951
127.0.0.1 - - [02/Apr/2024:11:34:00 +0000] "GET /solr/testcore/admin/system?_=1712057582016&wt=json HTTP/1.1" 200 1586
127.0.0.1 - - [02/Apr/2024:11:34:00 +0000] "GET /solr/admin/info/system?_=1712057557344&wt=json HTTP/1.1" 200 1449
127.0.0.1 - - [02/Apr/2024:11:34:03 +0000] "GET /solr/admin/cores?_=1712057557343&indexInfo=false&wt=json HTTP/1.1" 200 758
127.0.0.1 - - [02/Apr/2024:11:34:03 +0000] "GET /solr/testcore/config?_=1712057585143&wt=json HTTP/1.1" 200 2550
127.0.0.1 - - [02/Apr/2024:11:34:03 +0000] "GET /solr/testcore/admin/luke?_=1712057582015&show=schema&wt=json HTTP/1.1" 200 6131
127.0.0.1 - - [02/Apr/2024:11:34:03 +0000] "GET /solr/admin/info/system?_=1712057557344&wt=json HTTP/1.1" 200 1449
127.0.0.1 - - [02/Apr/2024:11:34:03 +0000] "GET /solr/testcore/admin/luke?_=1712057582015&numTerms=0&wt=json HTTP/1.1" 200 1954
127.0.0.1 - - [02/Apr/2024:11:34:05 +0000] "GET /solr/steamgames/admin/ping?_=1712057557345&action=status&ts=1712057557345&wt=json HTTP/1.1" 503 458
127.0.0.1 - - [02/Apr/2024:11:34:05 +0000] "GET /solr/admin/cores?_=1712057557343&indexInfo=false&wt=json HTTP/1.1" 200 758
127.0.0.1 - - [02/Apr/2024:11:34:05 +0000] "GET /solr/steamgames/replication?_=1712057582016&command=details&wt=json HTTP/1.1" 200 461
127.0.0.1 - - [02/Apr/2024:11:34:05 +0000] "GET /solr/steamgames/admin/luke?_=1712057582015&numTerms=0&show=index&wt=json HTTP/1.1" 200 559
127.0.0.1 - - [02/Apr/2024:11:34:05 +0000] "GET /solr/admin/info/system?_=1712057557344&wt=json HTTP/1.1" 200 1450
127.0.0.1 - - [02/Apr/2024:11:34:05 +0000] "GET /solr/steamgames/admin/system?_=1712057582016&wt=json HTTP/1.1" 200 1584
127.0.0.1 - - [02/Apr/2024:11:34:11 +0000] "GET /solr/admin/cores?_=1712057557343&indexInfo=false&wt=json HTTP/1.1" 200 758
127.0.0.1 - - [02/Apr/2024:11:34:11 +0000] "GET /solr/steamgames/config?_=1712057585143&wt=json HTTP/1.1" 200 2550
127.0.0.1 - - [02/Apr/2024:11:34:11 +0000] "GET /solr/steamgames/admin/luke?_=1712057582015&show=schema&wt=json HTTP/1.1" 200 5993
127.0.0.1 - - [02/Apr/2024:11:34:11 +0000] "GET /solr/admin/info/system?_=1712057557344&wt=json HTTP/1.1" 200 1452
127.0.0.1 - - [02/Apr/2024:11:34:11 +0000] "GET /solr/steamgames/admin/luke?_=1712057582015&numTerms=0&wt=json HTTP/1.1" 200 1280
127.0.0.1 - - [02/Apr/2024:11:39:06 +0000] "GET / HTTP/1.1" 302 0
127.0.0.1 - - [02/Apr/2024:11:39:06 +0000] "GET /solr/ HTTP/1.1" 200 3322
